name,wins,losses,wlr,f_year,l_year,career_duration,dfs,aces,svpt,1stIn,1stWon,2ndWon,SvGms,bpSaved,bpFaced,hand,birthdate,country,gender,total_matches,serve_games_won,serve_game_won%,break_points_saved%,breakpoints_permatch,ace_dominance
Travis Rettenmaier,2,2,50.0,2005,2006,2,16.0,24.0,304.0,189.0,139.0,57.0,50.0,18.0,30.0,R,1983-08-06,USA,male,4,38.0,76.0,60.0,7.5,7.895
Cary Leeds,1,9,10.0,1979,1983,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,USA,male,10,0.0,,,0.0,
Nicholas Kalogeropoulos,38,51,42.697,1968,1981,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1945-02-18,GRE,male,89,0.0,,,0.0,
Guiliano Fanfani,0,1,0.0,1968,1968,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,ITA,male,1,0.0,,,0.0,
Christophe Rochus,113,205,35.535,1999,2010,12,890.0,547.0,22625.0,13739.0,8734.0,4134.0,3425.0,1364.0,2530.0,R,1978-12-15,BEL,male,318,2259.0,65.956,53.913,7.956,2.418
E Vasquez,0,1,0.0,1977,1977,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,UNK,male,1,0.0,,,0.0,
Enzo Couacaud,0,1,0.0,2020,2020,1,1.0,9.0,69.0,42.0,30.0,8.0,10.0,2.0,6.0,R,1995-03-01,FRA,male,1,6.0,60.0,33.333,6.0,13.043
Mikael Tillstrom,99,98,50.254,1992,2000,9,585.0,734.0,16187.0,9625.0,6588.0,3197.0,2412.0,915.0,1555.0,R,1972-03-05,SWE,male,197,1772.0,73.466,58.842,7.893,4.535
Stephane Bonneau,6,19,24.0,1980,1987,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1961-12-08,CAN,male,25,0.0,,,0.0,
M Cano,0,1,0.0,1972,1972,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,ARG,male,1,0.0,,,0.0,
Douglas Palm,13,38,25.49,1972,1979,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,SWE,male,51,0.0,,,0.0,
Douglas Palm,13,38,25.49,1972,1979,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1955-05-06,SWE,male,51,0.0,,,0.0,
Steve Wedderburn,0,2,0.0,1971,1971,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,AUS,male,2,0.0,,,0.0,
Bill Wright,0,1,0.0,1974,1974,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,USA,male,1,0.0,,,0.0,
Nicolas Pereira,79,120,39.698,1987,1997,11,351.0,652.0,8699.0,5324.0,3890.0,1556.0,1310.0,447.0,738.0,R,1970-09-29,VEN,male,199,1019.0,77.786,60.569,3.709,7.495
Bullus Hussaini,0,1,0.0,1979,1979,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,NGR,male,1,0.0,,,0.0,
Peter Smylie,1,1,50.0,1977,1977,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1958-10-11,AUS,male,2,0.0,,,0.0,
Andrei Soltoianu,0,1,0.0,2015,2015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1993-10-04,MDA,male,1,0.0,,,0.0,
Kwasi Ahenkora,1,1,50.0,2002,2003,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1982-04-05,GHA,male,2,0.0,,,0.0,
Dennis Breetzke,0,2,0.0,1969,1971,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,RSA,male,2,0.0,,,0.0,
Roberto Arguello,60,82,42.254,1979,1990,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1963-05-12,ARG,male,142,0.0,,,0.0,
Mohammed Reza Tavakoli,10,8,55.556,1993,2000,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1971-12-12,IRI,male,18,0.0,,,0.0,
Leonardo Lavalle,73,100,42.197,1985,1998,14,180.0,212.0,3976.0,2508.0,1703.0,697.0,608.0,215.0,387.0,L,1967-07-14,MEX,male,173,436.0,71.711,55.556,2.237,5.332
Juan Torralbo,2,4,33.333,1976,1980,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,ESP,male,6,0.0,,,0.0,
U Friscic,0,1,0.0,1970,1970,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,UNK,male,1,0.0,,,0.0,
Warren Maher,17,37,31.481,1977,1983,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1957-01-15,AUS,male,54,0.0,,,0.0,
Maximilian Marterer,25,49,33.784,2015,2020,6,141.0,440.0,5507.0,3483.0,2429.0,1080.0,877.0,275.0,458.0,L,1995-06-15,GER,male,74,694.0,79.133,60.044,6.189,7.99
Francois Errard,0,2,0.0,1983,1984,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1967-09-10,FRA,male,2,0.0,,,0.0,
Diego Hidalgo,0,1,0.0,2012,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1993-04-18,ECU,male,1,0.0,,,0.0,
Jason Engelhardt,0,1,0.0,2008,2008,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1982-12-08,AHO,male,1,0.0,,,0.0,
Rodolfo Rake,0,1,0.0,1997,1997,1,7.0,2.0,86.0,48.0,24.0,13.0,12.0,4.0,11.0,R,1979-07-13,PER,male,1,5.0,41.667,36.364,11.0,2.326
Ichiro Nakanishi,0,1,0.0,1984,1984,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,JPN,male,1,0.0,,,0.0,
Wayne Bryan,0,1,0.0,1974,1974,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,USA,male,1,0.0,,,0.0,
Filip Krajinovic,84,81,50.909,2009,2021,13,304.0,748.0,12415.0,7948.0,5438.0,2257.0,1929.0,707.0,1171.0,R,1992-02-27,SRB,male,165,1465.0,75.946,60.376,7.097,6.025
Mark Gurr,1,3,25.0,1987,1994,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1966-02-18,ZIM,male,4,0.0,,,0.0,
Peter Adolph,0,1,0.0,1976,1976,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,USA,male,1,0.0,,,0.0,
Aleksandre Metreveli,2,4,33.333,2019,2020,2,10.0,10.0,192.0,112.0,71.0,35.0,26.0,12.0,23.0,R,1993-08-10,GEO,male,6,15.0,57.692,52.174,3.833,5.208
Damion Johnson,0,6,0.0,2006,2009,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1985-05-03,JAM,male,6,0.0,,,0.0,
Stefan Simonsson,95,114,45.455,1977,1986,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1960-01-05,SWE,male,209,0.0,,,0.0,
Nicolas Salama,1,1,50.0,2009,2010,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1991-01-21,PAR,male,2,0.0,,,0.0,
Florian Allgauer,0,1,0.0,1999,1999,1,3.0,5.0,61.0,41.0,32.0,4.0,9.0,5.0,7.0,R,1979-01-07,ITA,male,1,7.0,77.778,71.429,7.0,8.197
Stefan Svensson,2,11,15.385,1975,1983,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1962-02-17,SWE,male,13,0.0,,,0.0,
Ken Binns,3,3,50.0,1969,1972,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1935-02-08,CAN,male,6,0.0,,,0.0,
Ross Walker,0,3,0.0,1972,1972,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,USA,male,3,0.0,,,0.0,
Mykyta Mashtakov,0,1,0.0,2017,2017,1,1.0,0.0,63.0,43.0,22.0,5.0,10.0,6.0,13.0,U,1999-03-18,UKR,male,1,3.0,30.0,46.154,13.0,0.0
Valerio Baiardo,0,1,0.0,1979,1979,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,ITA,male,1,0.0,,,0.0,
Unknown Terrade,0,1,0.0,1971,1971,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,ITA,male,1,0.0,,,0.0,
Vasuthevan Ortchuan,0,1,0.0,2000,2000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1973-04-22,MAS,male,1,0.0,,,0.0,
Jui Chen Hung,4,4,50.0,2014,2016,3,6.0,5.0,181.0,124.0,80.0,28.0,31.0,8.0,19.0,R,1990-03-01,TPE,male,8,20.0,64.516,42.105,2.375,2.762
Wesley Whitehouse,4,7,36.364,1998,2007,10,54.0,90.0,772.0,423.0,312.0,163.0,119.0,32.0,59.0,L,1979-03-13,RSA,male,11,92.0,77.311,54.237,5.364,11.658
Gilles Simon,493,367,57.326,2004,2021,18,1919.0,3606.0,67416.0,38614.0,26832.0,14834.0,10365.0,3735.0,6187.0,R,1984-12-27,FRA,male,860,7913.0,76.343,60.369,7.194,5.349
Reyno Summers,0,2,0.0,1968,1968,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,RSA,male,2,0.0,,,0.0,
Carlos Chavez,0,1,0.0,1991,1991,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1963-11-21,GUA,male,1,0.0,,,0.0,
Fritz Schunck,0,1,0.0,1972,1972,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,USA,male,1,0.0,,,0.0,
Marian Laudin,1,4,20.0,1968,1973,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,NED,male,5,0.0,,,0.0,
Michael Vrbensky,0,1,0.0,2021,2021,1,0.0,6.0,79.0,45.0,30.0,14.0,11.0,7.0,10.0,U,1999-12-26,CZE,male,1,8.0,72.727,70.0,10.0,7.595
Marco Gilardelli,0,4,0.0,1968,1973,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,ITA,male,4,0.0,,,0.0,
Alvaro Margets,0,2,0.0,1978,1979,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1959-07-26,ESP,male,2,0.0,,,0.0,
Edvaldo Oliveira,0,4,0.0,1982,1989,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1963-11-18,BRA,male,4,0.0,,,0.0,
Izak Van Der Merwe,16,14,53.333,2006,2012,7,62.0,98.0,1044.0,585.0,439.0,238.0,165.0,46.0,78.0,R,1984-01-26,RSA,male,30,133.0,80.606,58.974,2.6,9.387
H Lerke,0,1,0.0,1977,1977,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,GER,male,1,0.0,,,0.0,
Eui Jong Chang,9,13,40.909,1991,1995,5,22.0,23.0,561.0,314.0,220.0,113.0,89.0,34.0,63.0,R,1969-04-01,KOR,male,22,60.0,67.416,53.968,2.864,4.1
Martin Alund,7,10,41.176,2013,2014,2,38.0,55.0,1480.0,922.0,607.0,291.0,219.0,101.0,159.0,R,1985-12-26,ARG,male,17,161.0,73.516,63.522,9.353,3.716
Nicolas Jarry,53,57,48.182,2013,2021,9,308.0,960.0,9146.0,5779.0,4178.0,1760.0,1424.0,444.0,705.0,R,1995-10-11,CHI,male,110,1163.0,81.671,62.979,6.409,10.496
Gilles Muller,227,207,52.304,2000,2018,19,1440.0,5279.0,32745.0,20074.0,15681.0,6357.0,5202.0,1559.0,2342.0,L,1983-05-09,LUX,male,434,4419.0,84.948,66.567,5.396,16.122
Janis Skroderis,0,1,0.0,2005,2005,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1983-08-14,LAT,male,1,0.0,,,0.0,
Daniel Yoo,0,1,0.0,2004,2004,1,5.0,3.0,55.0,36.0,25.0,3.0,8.0,5.0,9.0,L,1985-09-25,KOR,male,1,4.0,50.0,55.556,9.0,5.455
Norm Schellenger,1,3,25.0,1985,1986,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1961-01-12,USA,male,4,0.0,,,0.0,
Pavel Snobel,0,4,0.0,2003,2008,6,20.0,22.0,345.0,176.0,112.0,79.0,49.0,34.0,52.0,L,1980-02-28,CZE,male,4,31.0,63.265,65.385,13.0,6.377
Herbert Rapp,0,2,0.0,1969,1971,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1948-09-22,USA,male,2,0.0,,,0.0,
Federico Delbonis,131,155,45.804,2009,2021,13,977.0,1055.0,22437.0,13583.0,9460.0,4539.0,3467.0,1214.0,2006.0,L,1990-10-05,ARG,male,286,2675.0,77.156,60.518,7.014,4.702
Yassine Amier,0,10,0.0,1979,1987,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1962-02-28,ALG,male,10,0.0,,,0.0,
A El Ghani,0,1,0.0,1977,1977,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,UAE,male,1,0.0,,,0.0,
Fredrik Bergh,0,1,0.0,1997,1997,1,4.0,0.0,80.0,39.0,28.0,20.0,13.0,2.0,6.0,R,1975-04-22,SWE,male,1,9.0,69.231,33.333,6.0,0.0
Yosuke Watanuki,2,3,40.0,2018,2019,2,22.0,28.0,348.0,197.0,146.0,79.0,56.0,16.0,27.0,U,1998-04-12,JPN,male,5,45.0,80.357,59.259,5.4,8.046
Ferenc Csepai,0,6,0.0,1986,1988,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1957-04-09,HUN,male,6,0.0,,,0.0,
Philipp Oswald,1,3,25.0,2008,2014,7,27.0,35.0,305.0,185.0,127.0,58.0,47.0,16.0,29.0,R,1986-01-23,AUT,male,4,34.0,72.34,55.172,7.25,11.475
Pietro Marzano,6,15,28.571,1969,1976,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,ITA,male,21,0.0,,,0.0,
Adam Kennedy,0,3,0.0,2002,2003,2,16.0,19.0,210.0,127.0,80.0,37.0,30.0,11.0,22.0,R,1983-02-09,AUS,male,3,19.0,63.333,50.0,7.333,9.048
Rainer Janson,0,1,0.0,1968,1968,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,GER,male,1,0.0,,,0.0,
Marcello Bassanelli,0,1,0.0,1987,1987,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L,,ITA,male,1,0.0,,,0.0,
Kevin Anderson,344,236,59.31,2007,2021,15,1707.0,7208.0,46508.0,30030.0,23094.0,8729.0,7540.0,1950.0,2954.0,R,1986-05-18,RSA,male,580,6536.0,86.684,66.012,5.093,15.498
Bruce Foxworth,8,13,38.095,1977,1985,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1956-09-25,USA,male,21,0.0,,,0.0,
George Hardie,58,116,33.333,1972,1981,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L,1953-02-19,USA,male,174,0.0,,,0.0,
George Hardie,58,116,33.333,1972,1981,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L,1953-02-14,USA,male,174,0.0,,,0.0,
Vladimir Zednik,86,113,43.216,1969,1980,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1947-02-01,CZE,male,199,0.0,,,0.0,
Andrian Raturandang,2,16,11.111,1996,2001,6,0.0,1.0,70.0,46.0,24.0,14.0,9.0,12.0,15.0,R,1976-07-29,INA,male,18,6.0,66.667,80.0,0.833,1.429
Steven Schranz,0,3,0.0,1986,1989,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1966-11-29,MLT,male,3,0.0,,,0.0,
Israel Matos Gil,0,2,0.0,2004,2005,2,7.0,4.0,134.0,77.0,48.0,22.0,18.0,8.0,16.0,U,1982-12-14,ESP,male,2,10.0,55.556,50.0,8.0,2.985
Brian Devening,2,8,20.0,1992,1994,3,35.0,23.0,924.0,562.0,351.0,158.0,128.0,71.0,116.0,R,1967-07-16,USA,male,10,83.0,64.844,61.207,11.6,2.489
Alberto Emmanuel Alvarado Larin,0,8,0.0,2011,2020,10,16.0,2.0,258.0,170.0,90.0,39.0,33.0,24.0,41.0,U,1994-12-01,ESA,male,8,16.0,48.485,58.537,5.125,0.775
Roberto Graetz,0,3,0.0,1968,1971,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,UNK,male,3,0.0,,,0.0,
Matt Mitchell,43,80,34.959,1976,1985,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1957-03-16,USA,male,123,0.0,,,0.0,
Marcelo Rios,363,176,67.347,1993,2003,11,1399.0,2288.0,37661.0,21726.0,15436.0,8416.0,5840.0,1904.0,3123.0,L,1975-12-26,CHI,male,539,4621.0,79.127,60.967,5.794,6.075
Daniel Elsner,8,27,22.857,1997,2005,9,160.0,95.0,2642.0,1429.0,908.0,545.0,393.0,174.0,324.0,R,1979-01-04,GER,male,35,243.0,61.832,53.704,9.257,3.596
Jock Eitel Reetz,0,1,0.0,1971,1971,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,GER,male,1,0.0,,,0.0,
Alain Bouteleux,0,2,0.0,1969,1970,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,FRA,male,2,0.0,,,0.0,
Jehad Sheet,0,2,0.0,1991,1991,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1956-11-11,SYR,male,2,0.0,,,0.0,
Audley Bell,0,3,0.0,1972,1973,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,JAM,male,3,0.0,,,0.0,
Edgar Hernandez Perez,1,6,14.286,2004,2007,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1985-06-29,CUB,male,7,0.0,,,0.0,
David Skoch,5,12,29.412,1993,2008,16,36.0,23.0,1123.0,646.0,378.0,231.0,159.0,76.0,137.0,R,1976-11-06,CZE,male,17,98.0,61.635,55.474,8.059,2.048
Russell Simpson,133,177,42.903,1971,1987,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1954-02-22,NZL,male,310,0.0,,,0.0,
Yuval Hirsch,0,1,0.0,1990,1990,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1971-03-03,ISR,male,1,0.0,,,0.0,
Givaldo Barbosa,12,40,23.077,1978,1989,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1954-01-25,BRA,male,52,0.0,,,0.0,
Vivian Gotto,0,2,0.0,1968,1971,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,IRL,male,2,0.0,,,0.0,
George Amaya,6,10,37.5,1974,1980,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L,1950-02-12,USA,male,16,0.0,,,0.0,
Christian Bergstrom,128,127,50.196,1985,1996,12,305.0,345.0,11341.0,7489.0,4801.0,1909.0,1685.0,643.0,1110.0,R,1967-07-19,SWE,male,255,1218.0,72.285,57.928,4.353,3.042
Dirk Dier,6,15,28.571,1989,1998,10,36.0,91.0,1409.0,814.0,569.0,276.0,210.0,71.0,125.0,R,1972-02-16,GER,male,21,156.0,74.286,56.8,5.952,6.458
Pfungwa Mahefu,0,2,0.0,2005,2006,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1982-08-04,ZIM,male,2,0.0,,,0.0,
Peter Carlsson,9,21,30.0,1982,1987,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L,1963-04-13,SWE,male,30,0.0,,,0.0,
J Luna,0,1,0.0,1977,1977,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,ESP,male,1,0.0,,,0.0,
Dave Simmonds,2,4,33.333,1969,1977,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,NZL,male,6,0.0,,,0.0,
Ivo Bratanov,2,2,50.0,1998,2002,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1978-03-07,BUL,male,4,0.0,,,0.0,
Gwinyai Tongoona,0,5,0.0,1994,2006,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1973-10-10,ZIM,male,5,0.0,,,0.0,
Kodzo Apeti,0,1,0.0,1992,1992,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1967-11-09,TOG,male,1,0.0,,,0.0,
Hiroki Kondo,1,3,25.0,2001,2008,8,7.0,8.0,227.0,115.0,72.0,45.0,35.0,26.0,43.0,R,1982-11-05,JPN,male,4,18.0,51.429,60.465,10.75,3.524
Alvaro Garron,0,2,0.0,1987,1987,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,BOL,male,2,0.0,,,0.0,
Hyeon Chung,78,69,53.061,2013,2019,7,390.0,511.0,10479.0,6531.0,4581.0,2005.0,1669.0,502.0,881.0,R,1996-05-19,KOR,male,147,1290.0,77.292,56.981,5.993,4.876
Kenny Smith,0,2,0.0,1969,1971,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,RSA,male,2,0.0,,,0.0,
Adam Skrzypczak,3,1,75.0,1996,1996,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1974-01-30,POL,male,4,0.0,,,0.0,
Steve Denton,76,76,50.0,1978,1987,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1956-09-05,USA,male,152,0.0,,,0.0,
Merv Guse,1,1,50.0,1968,1968,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,AUS,male,2,0.0,,,0.0,
Dennis Schmid,0,1,0.0,1995,1995,1,8.0,4.0,72.0,38.0,29.0,16.0,13.0,1.0,5.0,R,1969-06-24,USA,male,1,9.0,69.231,20.0,5.0,5.556
Goran Prpic,110,96,53.398,1983,1996,14,250.0,229.0,8005.0,5786.0,3661.0,1076.0,1246.0,438.0,819.0,R,1964-05-04,CRO,male,206,865.0,69.422,53.48,3.976,2.861
Mike Hatfield,0,1,0.0,1971,1971,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,USA,male,1,0.0,,,0.0,
Tomas Gonzalez,0,1,0.0,1968,1968,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,PER,male,1,0.0,,,0.0,
Dan Nahirny,0,3,0.0,1984,1986,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1967-03-11,USA,male,3,0.0,,,0.0,
Ivo Werner,3,10,23.077,1983,1988,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1960-08-19,GER,male,13,0.0,,,0.0,
John Roddick,0,1,0.0,1993,1993,1,2.0,2.0,44.0,18.0,14.0,12.0,8.0,2.0,5.0,R,1976-07-04,USA,male,1,5.0,62.5,40.0,5.0,4.545
Nicolas Lapentti,305,278,52.316,1994,2010,17,1404.0,2459.0,41978.0,25343.0,17729.0,8014.0,6441.0,2340.0,3960.0,R,1976-08-13,ECU,male,583,4821.0,74.849,59.091,6.792,5.858
Juan Hernandez,0,2,0.0,1974,1981,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,MEX,male,2,0.0,,,0.0,
Jerry Williams,0,1,0.0,1991,1991,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1962-09-29,ECA,male,1,0.0,,,0.0,
Jairo Velasco Jr,1,1,50.0,1982,1982,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1974-01-21,ESP,male,2,0.0,,,0.0,
Vincenzo Franchitti,11,29,27.5,1968,1978,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,ITA,male,40,0.0,,,0.0,
Vincenzo Franchitti,11,29,27.5,1968,1978,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1950-05-22,ITA,male,40,0.0,,,0.0,
Thanasi Kokkinakis,28,45,38.356,2013,2021,9,282.0,657.0,6100.0,3607.0,2695.0,1210.0,930.0,332.0,510.0,R,1996-04-10,AUS,male,73,752.0,80.86,65.098,6.986,10.77
Andrei Vasilevski,1,5,16.667,2009,2012,4,5.0,5.0,82.0,40.0,29.0,18.0,12.0,4.0,7.0,R,1991-05-28,BLR,male,6,9.0,75.0,57.143,1.167,6.098
Kuen Yiep Ho,0,7,0.0,1991,1997,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1971-01-20,SIN,male,7,0.0,,,0.0,
Eric Baer,0,1,0.0,1971,1971,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,USA,male,1,0.0,,,0.0,
Lorenzo Musetti,5,3,62.5,2020,2020,1,13.0,19.0,526.0,337.0,229.0,88.0,76.0,29.0,46.0,R,2002-03-03,ITA,male,8,59.0,77.632,63.043,5.75,3.612
Chieh Fu Wang,2,1,66.667,2014,2015,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1993-09-11,TPE,male,3,0.0,,,0.0,
Naser Al Obaidly,0,4,0.0,2013,2015,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1995-03-11,KUW,male,4,0.0,,,0.0,
Bernard Boileau,39,47,45.349,1977,1985,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1959-05-25,BEL,male,86,0.0,,,0.0,
Gustavo Castillo,0,1,0.0,1969,1969,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,COL,male,1,0.0,,,0.0,
Gustavo Castillo,0,1,0.0,1969,1969,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,,COL,male,1,0.0,,,0.0,
Peter Mors,1,3,25.0,1969,1971,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U,1942-02-17,RSA,male,4,0.0,,,0.0,
Ivan Dupasquier,12,24,33.333,1978,1983,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1961-11-23,SUI,male,36,0.0,,,0.0,
Wei Ju Chen,4,4,50.0,1995,1998,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1978-04-11,TPE,male,8,0.0,,,0.0,
Jesse Witten,2,9,18.182,2005,2010,6,53.0,68.0,1037.0,548.0,375.0,244.0,167.0,53.0,104.0,R,1982-10-15,USA,male,11,116.0,69.461,50.962,9.455,6.557
Ugo Colombini,0,1,0.0,1986,1986,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,1967-10-07,ITA,male,1,0.0,,,0.0,
Craig Tregonning,0,1,0.0,1983,1983,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R,,AUS,male,1,0.0,,,0.0,
Stephane Sansoni,1,3,25.0,1990,1993,4,9.0,2.0,208.0,117.0,81.0,33.0,32.0,8.0,20.0,R,1967-08-12,FRA,male,4,20.0,62.5,40.0,5.0,0.962
